SAMPNO	PERNO	PLANO	LOCATION_TYPE	LOCATION_ID	MODE	TRIPDUR	ACTDUR
8166557	1	2	Other	41	1	0	0
8166557	1	3	Other	41	5	11	0
8166557	1	4	Other	41	1	1	1
8166557	1	5	Work	21	1	4	639
8166557	1	6	Other	41	1	4	0
8166557	1	7	Other	41	5	28	14
8166557	1	8	Home	11	3	8	237
8166557	2	1	Other	42	3	15	86
8166557	2	2	Other	42	3	21	5
8166557	2	3	Home	12	3	10	208
8166557	2	4	Other	42	3	75	0
8166557	2	5	Other	42	3	10	3
8166557	2	6	Home	12	3	8	359
8166576	1	1	Home	11	3	5	6
8166576	1	2	Other	41	3	30	1
8166576	1	3	Other	41	3	9	200
8166576	1	4	Other	41	1	0	9
8166576	1	5	Other	41	3	12	149
8166576	1	6	Home	11	3	20	5
8166576	1	7	Other	41	3	4	38
8166576	1	8	Other	41	3	4	1
8166576	1	9	Other	41	3	8	219
8166576	2	1	Other	42	3	28	0
8166576	2	2	Other	42	3	15	886
8166605	1	1	Home	11	1	4	12
8166605	1	2	Other	41	3	28	217
8166605	1	3	Other	41	3	5	39
8166605	1	4	Other	41	3	6	281
8166605	1	5	Other	41	3	15	15
8166605	1	6	Home	11	1	1	378
8166605	2	1	Other	42	3	23	1
8166605	2	2	Other	42	3	33	488
8166605	2	3	Home	12	3	34	352
8166681	1	1	Other	41	5	24	556
8166681	1	2	Other	41	5	12	2
8166681	1	3	Other	41	1	1	142
8166681	1	4	Home	11	3	17	237
8166681	2	1	Other	42	1	18	2
8166681	2	2	Other	42	1	4	0
8166681	2	3	Other	42	1	3	0
8166681	2	4	Other	42	1	29	0
8166681	2	5	Home	12	3	31	236
8166696	2	1	Other	42	3	15	5
8166696	2	2	Work	22	1	0	212
8166696	2	3	Other	42	1	7	0
8166696	2	4	Other	42	1	24	4
8166696	2	5	Work	22	1	7	266
8166696	2	6	Home	12	3	25	345
8166715	1	1	Home	11	1	2	6
8166715	1	2	Work	21	3	4	528
8166715	1	3	Work	21	1	0	4
8166715	1	4	Other	41	3	5	35
8166715	1	5	Other	41	1	11	2
8166715	1	6	Home	11	1	0	414
8166719	1	1	Other	41	3	22	0
8166719	1	2	Work	21	3	15	290
8166719	1	3	Work	21	1	1	57
8166719	1	4	Work	21	1	1	177
8166719	1	5	Work	21	1	1	4
8166719	1	6	Home	11	3	39	427
8166720	1	1	Other	41	3	12	8
8166720	1	2	Work	21	3	28	29
8166720	1	3	Other	41	3	4	42
8166720	1	4	Work	21	3	8	32
8166720	1	5	Other	41	3	3	4
8166720	1	6	Work	21	3	4	894
8166757	2	1	Other	42	3	17	3
8166757	2	2	Work	22	3	26	610
8166757	2	3	Other	42	3	17	2
8166757	2	4	Home	12	3	6	127
8166786	1	1	Home	11	1	1	771
8166795	1	1	Work	21	3	24	553
8166795	1	2	Other	41	3	16	71
8166795	1	3	Other	41	3	10	1
8166795	1	4	Other	41	5	17	1
8166795	1	5	Home	11	3	5	298
8166801	2	1	Other	42	3	5	32
8166801	2	2	Other	42	3	9	1
8166801	2	3	Other	42	3	17	3
8166801	2	4	Other	42	3	7	9
8166801	2	5	Home	12	3	4	456
8166802	1	1	Other	41	3	17	157
8166802	1	2	Other	41	3	4	199
8166819	1	1	Other	41	3	4	0
8166819	1	2	Other	41	5	31	0
8166819	1	3	Work	21	3	9	4
8166819	1	4	Work	21	1	1	5
8166819	1	5	Work	21	1	2	71
8166819	1	6	Other	41	3	8	5
8166819	1	7	Other	41	5	28	0
8166819	1	8	Other	41	3	5	1
8166819	1	9	Other	41	3	8	1
8166819	1	10	Home	11	3	10	272
8166819	1	11	Other	41	3	3	5
8166819	1	12	Home	11	3	5	365
8166819	2	1	Other	42	3	44	1
8166819	2	2	Other	42	3	1	1019
8166834	1	1	Other	41	3	14	6
8166834	1	2	Other	41	5	27	1
8166834	1	3	Work	21	1	3	267
8166834	1	4	Other	41	1	4	12
8166834	1	5	Work	21	1	3	226
8166834	1	6	Other	41	1	3	3
8166834	1	7	Other	41	1	4	0
8166834	1	8	Other	41	5	41	2
8166834	1	9	Other	41	3	12	168
8166834	1	10	Home	11	3	11	170
8166834	2	1	Other	42	3	11	5
8166834	2	2	Work	22	3	23	194
8166834	2	3	Other	42	3	30	118
8166834	2	4	Home	12	3	28	82
8166834	2	5	Other	42	3	15	100
8166834	2	6	Home	12	3	16	355
